Name,Category,SubCategory,Price,Oz,Description,ImageURL
Organic Broccoli Slaw,Food,Veggies,$2.49 ,/12 Oz,"�Slaw� is an English translation of the Dutch word for �salad,� and �Broccoli� is an Anglicized version of an Italian phrase that means something like, �Hey, what�s with all the stems?�
The answer to that question is, quite literally, Trader Joe�s Organic Broccoli Slaw. Broccoli stems�rich in fiber, calcium, and vitamin C�are julienne sliced and paired with shreds of vivid orange carrots. This dynamic duo creates a distinctive take on slaw; it�s crunchy, colorful, and easy to use. You can toss it with any dressing you like�we really like it with our Spicy Peanut Vinaigrette, some peanuts, and a handful of raisins. Try slivered almonds and dried cranberries if that�s more your style. You can serve it cooked�saut� it with garlic and olive oil�or use it in place of ordinary accouterments to dress a burger or sandwich�lettuce will never be this exciting.",https://drive.google.com/file/d/17QYKm47FJVjbVcRe3Yy2wiAshHghR_7o/
Battered Fish Nuggets,Food,Entr�es & Sides,$5.99 ,/16 Oz,"A little batter, a lot of fish! Crispy, Trader Joe�s Battered Fish Nuggets are lightly coated, briefly cooked in canola oil, and flash frozen, ready to oven bake for just about 15 to 18 minutes. The Nuggets are Alaska Pollock fish, a marine fish species of the cod family Gadidae. It�s high in protein, about 12g per serving, and the white flesh is super juicy, moist, and flaky in texture.
Fish Nuggets are perfect for fish tacos, just add a couple in Organic Flour and Corn Tortillas, topped with Green Shredded Cabbage, and Cilantro Salad Dressing with a squeeze of lime. This would also be a great addition to a basket of battered Trader Joe�s fish and chips, with the addition of Handsome Cut Potato Fries� and Tartar Sauce. Trader Joe�s Battered Fish Nuggets are an easy, convenient meal that even the kids will love for an after-school snack, lunch or even dinner with a side of ketchup and you�re done.",https://drive.google.com/file/d/1fyDDGgPnmbGgNuIOsqAYdZvP6mBTFIPp/
Organic Diced & Fire Roasted Tomatoes with Green Chiles,Food,"Packaged Fish, Meat, Fruit & Veg",$1.69 ,/14.5 Oz,"Canned tomatoes rank high on our list of pantry essentials. To add extra complexity and depth to dishes, we like to keep on hand our Organic Diced & Fire Roasted Tomatoes with Organic Green Chiles.
Before being diced and canned, vine-ripened organic tomatoes are charred over a flame, which surfaces the natural tomato sweetness and shares a striking smokiness. Organic diced green chiles further punch up the flavor with spicy heat. The layers of smoke and spice make our Organic Diced & Fire Roasted Tomatoes with Organic Green Chiles ideal for crafting salsas or sauces. Mix together a can of these flavorful tomatoes with a can of corn and a can of our black beans for a take on a cowboy-style caviar. Or use a can for the base of a homemade chili. Keep a can on hand for any number of your culinary adventures.",https://drive.google.com/file/d/1iH03DKb82aH_o4v88tUMHgYUrmbRjLL1/
All Natural Ground Chicken,Food,Chicken & Turkey,$3.99 ,/1 Lb,"Our All Natural Ground Chicken offers an excellent and exciting new option when shopping for ground meat�yes, we think Ground Chicken is exciting. Especially ours, which is gluten free, , and from chickens fed all-vegetarian diets. The meat, a blend of white and dark meat, is 92% lean and 8% fat, giving it a mild flavor and moist profile.
Another hallmark of our All Natural Ground Chicken? Its versatility is unmatched. Form it into patties and serve with all the classic burger fixings. Cook up a pot of chicken chili. Use it as the key ingredient for casseroles, pot pies, meatballs, meatloaf, lettuce wraps, tacos, pasta sauces, chicken stuffed peppers� Okay, you get the idea. When we say versatile, we do mean versatile.",https://drive.google.com/file/d/10fPwhIZohnemvXWOkME_7KR4cjtEcEhc/
Rosemary Croissant Croutons,Food,"Chips, Crackers & Crunchy Bites",$3.99 ,/4.5 Oz,"Consider, for a moment, the crouton. Perhaps you haven�t given croutons much thought in the past � an entirely understandable position to be in, given that they�re hardly ever the focus of a meal. As purveyors (and appreciators) of food in all its forms, however, we decided to spend some time contemplating their place on the plate, and when we were done, we found that these crunchy toppers of soups and salads had a tremendous amount of untapped potential. For example, what if, instead of a standard loaf of bread, they were made from a buttery, flaky, luxuriously multi-layered croissant? And what if you added an alluringly aromatic herb, like rosemary, to the mix? Shortly after, Trader Joe�s Rosemary Croissant Croutons were born.
Truly a breakthrough for the medium, these Rosemary Croissant Croutons take everything about a classic crouton to the next level. The buttery, laminated nature of the dough they�re made from results in a remarkably resounding crunch. The satisfyingly savory flavor of the rosemary synergizes spectacularly with everything from creamy Caesar salads to zesty tomato bisques or even hearty, homemade French onion soups. But that�s hardly all � they�re also great when crushed coarsely and used as a topping for scalloped potatoes or a breading for a juicy pork cutlet. And as long we�re considering croutons in general, feel free to consider Trader Joe�s Rosemary Croissant Croutons a decidedly delicious snack in their own right.",https://drive.google.com/file/d/1NMQDErpviT-rwTurv1rCbll5jUCMYHQu/
Freeze Dried Strawberries,Food,"Nuts, Dried Fruits, Seeds",$2.99 ,/1.2 Oz,"Trader Joe�s Freeze Dried Strawberries are strawberry slices that have undergone a special freeze-drying process so they remain extremely flavorful, but unlike so many conventionally dried berries, they�re free of added sugar and they pack a bit of a crunch. They�re great for snacking anytime � we�ve discovered that kids, especially, find them not only delicious but fascinating as well. Lest you think they�re only for kids, we�ll go on record as grown-up fans of these crunchy little berries � they�re especially delightful added to cereals for a little extra flavor and crunch. Of course, given their history as a backpacking staple, they�re perfectly at home on the trail, as part of a mix or on their own.
Trader Joe�s Freeze Dried Strawberries come in a 1.2 ounce resealable bag � that may not sound like much, but it takes ten times that amount (12 ounces) of fresh, ripe strawberries from California�s coastal growing regions to produce this much freeze dried fruit. We recommend that you keep the bag tightly sealed after opening to preserve the crunch, though in the spirit of full disclosure, we�ll admit they don�t usually last long enough that this ever becomes an issue.",https://drive.google.com/file/d/1Jp1gm7NIabrI3zYyeoQJTCy--oytiZ8n/
Gluten Free Everything Bagels,Food,Bagels,$4.49 ,/14 Oz,"Trader Joe�s Gluten-Free Everything Bagels are made for us in a dedicated gluten-free facility, using a special blend of brown rice flour, potato flour, tapioca starch, and potato starch�plus a bit of garlic, sea salt, expeller pressed canola oil, and cane sugar. Once baked, they�re rolled in a blend of sesame seeds, poppy seeds, and bits of dehydrated onion�now that�s Everything. In addition to providing an impressive-for-a-bagel four grams of protein per serving, this special blend of gluten free flours and starches makes these bagels soft and chewy, rather than gritty and grainy. In fact, we specifically chose these bagels to appeal to non-gluten-free customers just as much as the gluten-free crowd. Because when it comes to carbs, you shouldn�t have to compromise.",https://drive.google.com/file/d/1b4GZFWTqdV_DGEt6MXQsZtkWV2rGGe1K/
Fancy Shredded Mexican Style Cheese Blend,Food,"Slices, Shreds, Crumbles",$3.69 ,/12 Oz,"How do I love thee? Let me count the shreds.� ~with apologies to Elizabeth Barrett Browning
Trader Joe�s Fancy Shredded Mexican Style Cheese Blend is our ideal blend for dishes with a Mexican flair, with sharp Cheddar, Monterey Jack, Asadero and Queso Blanco cheeses. It�s a blend that�s unique to Trader Joe�s, and it boasts a unique flavor profile. The Jack, Asadero and Queso Blanco are mild, while the sharp Cheddar adds a bit of a bite.
All of the cheeses are well-known for their meltability, which makes them particularly well-suited to dishes like burritos, enchiladas, quesadillas and tacos. And don�t let the name make you feel like you need to limit yourself to Mexican dishes. This blend is excellent in salads and atop soups, and makes a distinctively flavored grilled cheese sandwich.",https://drive.google.com/file/d/1VAYE2iDFiSOVmfKkp156fs5biCnLOad9/
Vegetable Fried Rice,Food,Entr�es & Sides,$2.99 ,/16 Oz,"Frozen fried rice may sound like an oxymoron, but it is actually a brilliant time saver. Because of this convenience and its deliciousness, our Vegetable Fried Rice is a mainstay for many. It�s packed with vegetables, including carrots, edamame, corn, green peas, leeks, and red bell pepper. Seasoned with soy sauce, rice wine, as well as some sugar, onions, seaweed, salt, and sesame oil � the medley offers rich, rounded flavor. Because the rice has already been cooked, it requires only a simple heating. A couple minutes in the microwave returns fluffy, tender grains, while a handful of minutes in a frying pan or wok (over medium heat) browns the grains and gives them a craveable crispness. Delicious on its own, Vegetable Fried Rice is also a welcoming base for more veggies, fried tofu, TJ�s Mandarin Orange Chicken or TJ�s Mildly Sweet & Spicy Beef and Broccoli.",https://drive.google.com/file/d/1UV30PsKmRFSXOeP-MBR7xUnEd1fza3Lu/
Blueberry Muffin Mix,Food,For Baking & Cooking,$4.49 ,/18 Oz,"Whether you�re looking for a comforting breakfast, a mid-morning coffee companion, or an afternoon snack, a homemade blueberry muffin is hard to beat. Making them from scratch, however, is not always an option�so what�s a muffin maven to do? Keep a box of Trader Joe�s Blueberry Muffin Mix on hand, that�s what!
This masterful Mix brings you that much closer to a fresh batch of Blueberry Muffins, offering consistent, from-scratch flavor without all the measuring the from-scratch process usually entails. After countless trials of careful taste-testing (a tough job, we know), the tasting panel determined that freeze-dried Blueberries, when rehydrated and stirred into the batter, were far superior in flavor and texture than regular dried blueberries in the finished Muffins, and almost indistinguishable from their fresh counterparts�so we�ve included them in the box! You supply the refrigerated staples (butter, eggs, and milk or non-dairy beverage of choice), apply a bit of elbow grease, and you�ll end up with 12, generously-sized, enjoyably sweet Blueberry Muffins, with a tender crumb that�s studded with plenty of blueberries throughout. Keep a box on hand for breakfast, brunch, and snacks (oh my!), and you�ll never be caught unawares when the craving strikes!",https://drive.google.com/file/d/17W6ey9onmVh4hP4TtcACETf1GR73-Hee/
